,Address,AddressAccuracy,AddressNumberAndStreet,Block,Date,Latitude,Longitude,NumMosquitos,Species,Street,Time,Trap,WnvPresent,spray
11112,,,,,2013-08-22,41.7380366667,-87.60239,,,,9:04:00 PM,,,1
11113,,,,,2013-08-22,41.7374166667,-87.6023816667,,,,9:04:10 PM,,,1
11114,,,,,2013-08-22,41.7368916667,-87.6036,,,,9:04:40 PM,,,1
11115,,,,,2013-08-22,41.7373866667,-87.6036083333,,,,9:04:50 PM,,,1
11116,,,,,2013-08-22,41.7378383333,-87.6036333333,,,,9:05:00 PM,,,1
11117,,,,,2013-08-22,41.7382983333,-87.6036566667,,,,9:05:10 PM,,,1
11118,,,,,2013-08-22,41.7387416667,-87.6036733333,,,,9:05:20 PM,,,1
11119,,,,,2013-08-22,41.7393433333,-87.6036933333,,,,9:05:30 PM,,,1
11120,,,,,2013-08-22,41.73996,-87.60373,,,,9:05:40 PM,,,1
11121,,,,,2013-08-22,41.740315,-87.6037566667,,,,9:05:50 PM,,,1
11122,,,,,2013-08-22,41.7409333333,-87.6037883333,,,,9:06:00 PM,,,1
11123,,,,,2013-08-22,41.7415933333,-87.6038116667,,,,9:06:10 PM,,,1
11124,,,,,2013-08-22,41.7421916667,-87.6038216667,,,,9:06:20 PM,,,1
11125,,,,,2013-08-22,41.742855,-87.6038483333,,,,9:06:30 PM,,,1
11126,,,,,2013-08-22,41.743525,-87.6038633333,,,,9:06:40 PM,,,1
11127,,,,,2013-08-22,41.725735,-87.6034883333,,,,9:12:10 PM,,,1
11128,,,,,2013-08-22,41.72599,-87.60337,,,,9:12:20 PM,,,1
11129,,,,,2013-08-22,41.7264183333,-87.6032583333,,,,9:12:30 PM,,,1
11130,,,,,2013-08-22,41.72692,-87.603145,,,,9:12:40 PM,,,1
11131,,,,,2013-08-22,41.7274766667,-87.6030533333,,,,9:12:50 PM,,,1
11132,,,,,2013-08-22,41.7277166667,-87.6033166667,,,,9:13:00 PM,,,1
11133,,,,,2013-08-22,41.7281016667,-87.6032216667,,,,9:13:10 PM,,,1
11134,,,,,2013-08-22,41.7286033333,-87.6031116667,,,,9:13:20 PM,,,1
11135,,,,,2013-08-22,41.729125,-87.6029966667,,,,9:13:30 PM,,,1
11136,,,,,2013-08-22,41.7296666667,-87.6028683333,,,,9:13:40 PM,,,1
11137,,,,,2013-08-22,41.7302666667,-87.60274,,,,9:13:50 PM,,,1
11138,,,,,2013-08-22,41.7308566667,-87.6025916667,,,,9:14:00 PM,,,1
11139,,,,,2013-08-22,41.73144,-87.6024483333,,,,9:14:10 PM,,,1
11140,,,,,2013-08-22,41.731985,-87.6022933333,,,,9:14:20 PM,,,1
11141,,,,,2013-08-22,41.7324666667,-87.60218,,,,9:14:30 PM,,,1
11142,,,,,2013-08-22,41.7330466667,-87.6020433333,,,,9:14:40 PM,,,1
11143,,,,,2013-08-22,41.7337016667,-87.6018966667,,,,9:14:50 PM,,,1
11144,,,,,2013-08-22,41.734355,-87.601745,,,,9:15:00 PM,,,1
11145,,,,,2013-08-22,41.7349816667,-87.6016133333,,,,9:15:10 PM,,,1
11146,,,,,2013-08-22,41.7355633333,-87.6014833333,,,,9:15:20 PM,,,1
11147,,,,,2013-08-22,41.7361233333,-87.6013466667,,,,9:15:30 PM,,,1
11148,,,,,2013-08-22,41.7369983333,-87.5914016667,,,,9:17:50 PM,,,1
11149,,,,,2013-08-22,41.737235,-87.59143,,,,9:19:00 PM,,,1
11150,,,,,2013-08-22,41.7376766667,-87.5914416667,,,,9:19:10 PM,,,1
11151,,,,,2013-08-22,41.7381983333,-87.591455,,,,9:19:20 PM,,,1
11152,,,,,2013-08-22,41.73872,-87.5914583333,,,,9:19:30 PM,,,1
11153,,,,,2013-08-22,41.7392716667,-87.5914766667,,,,9:19:40 PM,,,1
11154,,,,,2013-08-22,41.7397983333,-87.5918683333,,,,9:19:50 PM,,,1
11155,,,,,2013-08-22,41.7401816667,-87.59201,,,,9:20:00 PM,,,1
11156,,,,,2013-08-22,41.7445383333,-87.6099133333,,,,9:32:06 PM,,,1
11157,,,,,2013-08-22,41.7450383333,-87.6099483333,,,,9:32:16 PM,,,1
11158,,,,,2013-08-22,41.7455983333,-87.6099766667,,,,9:32:26 PM,,,1
11159,,,,,2013-08-22,41.746195,-87.6099833333,,,,9:32:36 PM,,,1
11160,,,,,2013-08-22,41.746765,-87.6100116667,,,,9:32:46 PM,,,1
11161,,,,,2013-08-22,41.7472966667,-87.6100233333,,,,9:32:56 PM,,,1
11162,,,,,2013-08-22,41.74791,-87.61005,,,,9:33:06 PM,,,1
11163,,,,,2013-08-22,41.748575,-87.6100483333,,,,9:33:16 PM,,,1
11164,,,,,2013-08-22,41.74924,-87.610065,,,,9:33:26 PM,,,1
11165,,,,,2013-08-22,41.7499033333,-87.61008,,,,9:33:36 PM,,,1
11166,,,,,2013-08-22,41.7505716667,-87.6100966667,,,,9:33:46 PM,,,1
11167,,,,,2013-08-22,41.751025,-87.6101016667,,,,9:33:56 PM,,,1
11168,,,,,2013-08-22,41.7517366667,-87.6101316667,,,,9:34:06 PM,,,1
11169,,,,,2013-08-22,41.7524266667,-87.61014,,,,9:34:16 PM,,,1
11170,,,,,2013-08-22,41.7530933333,-87.6101516667,,,,9:34:26 PM,,,1
11171,,,,,2013-08-22,41.753745,-87.6101716667,,,,9:34:36 PM,,,1
11172,,,,,2013-08-22,41.7544183333,-87.6102,,,,9:34:46 PM,,,1
11173,,,,,2013-08-22,41.755095,-87.6102016667,,,,9:34:56 PM,,,1
11174,,,,,2013-08-22,41.7558033333,-87.6102133333,,,,9:35:06 PM,,,1
11175,,,,,2013-08-22,41.7565183333,-87.6102283333,,,,9:35:16 PM,,,1
11176,,,,,2013-08-22,41.757195,-87.6102466667,,,,9:35:26 PM,,,1
11177,,,,,2013-08-22,41.7578483333,-87.6102616667,,,,9:35:36 PM,,,1
11178,,,,,2013-08-22,41.75832,-87.6102533333,,,,9:36:06 PM,,,1
11179,,,,,2013-08-22,41.7590733333,-87.61025,,,,9:36:16 PM,,,1
11180,,,,,2013-08-22,41.759815,-87.6102766667,,,,9:36:26 PM,,,1
11181,,,,,2013-08-22,41.7601566667,-87.61077,,,,9:36:36 PM,,,1
11182,,,,,2013-08-22,41.7601333333,-87.61168,,,,9:36:46 PM,,,1
11183,,,,,2013-08-22,41.7601683333,-87.61264,,,,9:36:56 PM,,,1
11184,,,,,2013-08-22,41.7601583333,-87.6136516667,,,,9:37:06 PM,,,1
11185,,,,,2013-08-22,41.7601516667,-87.6145716667,,,,9:37:16 PM,,,1
11186,,,,,2013-08-22,41.76017,-87.6154683333,,,,9:37:26 PM,,,1
11187,,,,,2013-08-22,41.7601716667,-87.6164366667,,,,9:37:36 PM,,,1
11188,,,,,2013-08-22,41.7601666667,-87.6173983333,,,,9:37:46 PM,,,1
11189,,,,,2013-08-22,41.7602266667,-87.6182866667,,,,9:37:56 PM,,,1
11190,,,,,2013-08-22,41.7609766667,-87.6182933333,,,,9:38:06 PM,,,1
11191,,,,,2013-08-22,41.7639716667,-87.6185133333,,,,9:43:06 PM,,,1
11192,,,,,2013-08-22,41.76462,-87.618525,,,,9:43:16 PM,,,1
11193,,,,,2013-08-22,41.7652766667,-87.6185266667,,,,9:43:26 PM,,,1
11194,,,,,2013-08-22,41.7639083333,-87.6169166667,,,,9:44:16 PM,,,1
11195,,,,,2013-08-22,41.75992,-87.6167916667,,,,9:46:16 PM,,,1
11196,,,,,2013-08-22,41.7592516667,-87.6167666667,,,,9:46:26 PM,,,1
11197,,,,,2013-08-22,41.7586183333,-87.6167633333,,,,9:46:36 PM,,,1
11198,,,,,2013-08-22,41.7584783333,-87.618305,,,,9:46:56 PM,,,1
11199,,,,,2013-08-22,41.759135,-87.618355,,,,9:47:06 PM,,,1
11200,,,,,2013-08-22,41.75984,-87.6183833333,,,,9:47:16 PM,,,1
11201,,,,,2013-08-22,41.7604883333,-87.618405,,,,9:47:26 PM,,,1
11202,,,,,2013-08-22,41.7611983333,-87.6184183333,,,,9:47:36 PM,,,1
11203,,,,,2013-08-22,41.7618366667,-87.6184416667,,,,9:47:46 PM,,,1
11204,,,,,2013-08-22,41.7625133333,-87.61847,,,,9:47:56 PM,,,1
11205,,,,,2013-08-22,41.7632183333,-87.618505,,,,9:48:06 PM,,,1
11206,,,,,2013-08-22,41.7637333333,-87.61862,,,,9:48:16 PM,,,1
11207,,,,,2013-08-22,41.7637083333,-87.6194766667,,,,9:48:26 PM,,,1
11208,,,,,2013-08-22,41.763525,-87.6200516667,,,,9:48:36 PM,,,1
11209,,,,,2013-08-22,41.76286,-87.6200266667,,,,9:48:46 PM,,,1
11210,,,,,2013-08-22,41.76228,-87.619965,,,,9:48:56 PM,,,1
11211,,,,,2013-08-22,41.76161,-87.6199466667,,,,9:49:06 PM,,,1
11212,,,,,2013-08-22,41.760885,-87.619935,,,,9:49:16 PM,,,1
11213,,,,,2013-08-22,41.76026,-87.6200266667,,,,9:49:26 PM,,,1
11214,,,,,2013-08-22,41.7602416667,-87.620855,,,,9:49:36 PM,,,1
11215,,,,,2013-08-22,41.7602233333,-87.6217183333,,,,9:49:46 PM,,,1
11216,,,,,2013-08-22,41.760125,-87.6227,,,,9:49:56 PM,,,1
11217,,,,,2013-08-22,41.7598633333,-87.6231416667,,,,9:50:06 PM,,,1
11218,,,,,2013-08-22,41.7591216667,-87.623135,,,,9:50:16 PM,,,1
11219,,,,,2013-08-22,41.7585133333,-87.6231333333,,,,9:50:26 PM,,,1
11220,,,,,2013-08-22,41.7581066667,-87.6231166667,,,,9:50:36 PM,,,1
11221,,,,,2013-08-22,41.7574283333,-87.6230883333,,,,9:50:46 PM,,,1
11222,,,,,2013-08-22,41.7567616667,-87.6230633333,,,,9:50:56 PM,,,1
11223,,,,,2013-08-22,41.7562183333,-87.6230466667,,,,9:51:06 PM,,,1
11224,,,,,2013-08-22,41.755515,-87.623025,,,,9:51:16 PM,,,1
11225,,,,,2013-08-22,41.7548716667,-87.6230116667,,,,9:51:26 PM,,,1
11226,,,,,2013-08-22,41.75461,-87.6230116667,,,,9:51:36 PM,,,1
11227,,,,,2013-08-22,41.7543566667,-87.62301,,,,9:51:46 PM,,,1
11228,,,,,2013-08-22,41.7540816667,-87.622995,,,,9:51:56 PM,,,1
11229,,,,,2013-08-22,41.753825,-87.6230016667,,,,9:52:06 PM,,,1
11230,,,,,2013-08-22,41.7531383333,-87.622995,,,,9:52:36 PM,,,1
11231,,,,,2013-08-22,41.7527083333,-87.6229883333,,,,9:52:46 PM,,,1
11232,,,,,2013-08-22,41.7520783333,-87.62298,,,,9:52:56 PM,,,1
11233,,,,,2013-08-22,41.7515166667,-87.62296,,,,9:53:06 PM,,,1
11234,,,,,2013-08-22,41.7511016667,-87.62295,,,,9:53:16 PM,,,1
11235,,,,,2013-08-22,41.750425,-87.6229383333,,,,9:53:26 PM,,,1
11236,,,,,2013-08-22,41.74979,-87.6229316667,,,,9:53:36 PM,,,1
11237,,,,,2013-08-22,41.7491083333,-87.6229566667,,,,9:53:46 PM,,,1
11238,,,,,2013-08-22,41.7484166667,-87.6229416667,,,,9:53:56 PM,,,1
11239,,,,,2013-08-22,41.747695,-87.6229366667,,,,9:54:06 PM,,,1
11240,,,,,2013-08-22,41.7469316667,-87.6229316667,,,,9:54:16 PM,,,1
11241,,,,,2013-08-22,41.7462216667,-87.622895,,,,9:54:26 PM,,,1
11242,,,,,2013-08-22,41.745505,-87.6228733333,,,,9:54:36 PM,,,1
11243,,,,,2013-08-22,41.7447716667,-87.622845,,,,9:54:46 PM,,,1
11244,,,,,2013-08-22,41.744135,-87.62284,,,,9:54:56 PM,,,1
11245,,,,,2013-08-22,41.7437033333,-87.62282,,,,9:55:06 PM,,,1
11246,,,,,2013-08-22,41.74304,-87.6228016667,,,,9:55:16 PM,,,1
11247,,,,,2013-08-22,41.7423533333,-87.622765,,,,9:55:26 PM,,,1
11248,,,,,2013-08-22,41.74161,-87.6227416667,,,,9:55:36 PM,,,1
11249,,,,,2013-08-22,41.7408816667,-87.622705,,,,9:55:46 PM,,,1
11250,,,,,2013-08-22,41.7401416667,-87.62269,,,,9:55:56 PM,,,1
11251,,,,,2013-08-22,41.7394333333,-87.622665,,,,9:56:06 PM,,,1
11252,,,,,2013-08-22,41.738715,-87.6226433333,,,,9:56:16 PM,,,1
11253,,,,,2013-08-22,41.7383966667,-87.6222133333,,,,9:56:26 PM,,,1
11254,,,,,2013-08-22,41.7383966667,-87.6212516667,,,,9:56:36 PM,,,1
11255,,,,,2013-08-22,41.7388883333,-87.6210533333,,,,9:56:46 PM,,,1
11256,,,,,2013-08-22,41.7395916667,-87.621085,,,,9:56:56 PM,,,1
11257,,,,,2013-08-22,41.74027,-87.6211066667,,,,9:57:06 PM,,,1
11258,,,,,2013-08-22,41.7409766667,-87.6211366667,,,,9:57:16 PM,,,1
11259,,,,,2013-08-22,41.7416833333,-87.6211633333,,,,9:57:26 PM,,,1
11260,,,,,2013-08-22,41.7424033333,-87.6212,,,,9:57:36 PM,,,1
11261,,,,,2013-08-22,41.7430716667,-87.62124,,,,9:57:46 PM,,,1
11262,,,,,2013-08-22,41.7436116667,-87.6212333333,,,,9:57:56 PM,,,1
11263,,,,,2013-08-22,41.7434283333,-87.6196166667,,,,9:58:36 PM,,,1
11264,,,,,2013-08-22,41.7428116667,-87.6196033333,,,,9:58:46 PM,,,1
11265,,,,,2013-08-22,41.7421666667,-87.6195783333,,,,9:58:56 PM,,,1
11266,,,,,2013-08-22,41.74151,-87.6195616667,,,,9:59:06 PM,,,1
11267,,,,,2013-08-22,41.7408166667,-87.6195333333,,,,9:59:16 PM,,,1
11268,,,,,2013-08-22,41.7401133333,-87.6195316667,,,,9:59:26 PM,,,1
11269,,,,,2013-08-22,41.7394366667,-87.6195016667,,,,9:59:36 PM,,,1
11270,,,,,2013-08-22,41.7388216667,-87.61948,,,,9:59:46 PM,,,1
11271,,,,,2013-08-22,41.7383116667,-87.61937,,,,9:59:56 PM,,,1
11272,,,,,2013-08-22,41.73832,-87.61857,,,,10:00:06 PM,,,1
11273,,,,,2013-08-22,41.7384233333,-87.617875,,,,10:00:16 PM,,,1
11274,,,,,2013-08-22,41.7390733333,-87.6179033333,,,,10:00:26 PM,,,1
11275,,,,,2013-08-22,41.739735,-87.6179116667,,,,10:00:36 PM,,,1
11276,,,,,2013-08-22,41.7404266667,-87.61793,,,,10:00:46 PM,,,1
11277,,,,,2013-08-22,41.741125,-87.6179616667,,,,10:00:56 PM,,,1
11278,,,,,2013-08-22,41.7417233333,-87.618035,,,,10:01:06 PM,,,1
11279,,,,,2013-08-22,41.74244,-87.6180483333,,,,10:01:16 PM,,,1
11280,,,,,2013-08-22,41.7431583333,-87.6180666667,,,,10:01:26 PM,,,1
11281,,,,,2013-08-22,41.7436283333,-87.6179816667,,,,10:01:36 PM,,,1
11282,,,,,2013-08-22,41.7434466667,-87.6164233333,,,,10:01:56 PM,,,1
11283,,,,,2013-08-22,41.7428433333,-87.616345,,,,10:02:06 PM,,,1
11284,,,,,2013-08-22,41.7421966667,-87.6163633333,,,,10:02:16 PM,,,1
11285,,,,,2013-08-22,41.7415883333,-87.6162833333,,,,10:02:26 PM,,,1
11286,,,,,2013-08-22,41.7408933333,-87.6162633333,,,,10:02:36 PM,,,1
11287,,,,,2013-08-22,41.74023,-87.6162333333,,,,10:02:46 PM,,,1
11288,,,,,2013-08-22,41.73959,-87.6162066667,,,,10:02:56 PM,,,1
11289,,,,,2013-08-22,41.7389333333,-87.6162033333,,,,10:03:06 PM,,,1
11290,,,,,2013-08-22,41.7384,-87.6161333333,,,,10:03:16 PM,,,1
11291,,,,,2013-08-22,41.7383966667,-87.615545,,,,10:03:26 PM,,,1
11292,,,,,2013-08-22,41.7383866667,-87.61486,,,,10:03:36 PM,,,1
11293,,,,,2013-08-22,41.7383866667,-87.6141166667,,,,10:03:46 PM,,,1
11294,,,,,2013-08-22,41.7383933333,-87.613185,,,,10:03:56 PM,,,1
11295,,,,,2013-08-22,41.73884,-87.6130516667,,,,10:04:06 PM,,,1
11296,,,,,2013-08-22,41.739465,-87.613065,,,,10:04:16 PM,,,1
11297,,,,,2013-08-22,41.7400983333,-87.6130866667,,,,10:04:26 PM,,,1
11298,,,,,2013-08-22,41.7407483333,-87.6131,,,,10:04:36 PM,,,1
11299,,,,,2013-08-22,41.7413716667,-87.6131183333,,,,10:04:46 PM,,,1
11300,,,,,2013-08-22,41.7420016667,-87.613155,,,,10:04:56 PM,,,1
11301,,,,,2013-08-22,41.742705,-87.6131866667,,,,10:05:06 PM,,,1
11302,,,,,2013-08-22,41.743365,-87.6132033333,,,,10:05:16 PM,,,1
11303,,,,,2013-08-22,41.7433633333,-87.6115733333,,,,10:05:46 PM,,,1
11304,,,,,2013-08-22,41.7427533333,-87.6115566667,,,,10:05:56 PM,,,1
11305,,,,,2013-08-22,41.74213,-87.6115233333,,,,10:06:06 PM,,,1
11306,,,,,2013-08-22,41.74145,-87.6114983333,,,,10:06:16 PM,,,1
11307,,,,,2013-08-22,41.740785,-87.6114616667,,,,10:06:26 PM,,,1
11308,,,,,2013-08-22,41.7401216667,-87.611435,,,,10:06:36 PM,,,1
11309,,,,,2013-08-22,41.739405,-87.611415,,,,10:06:46 PM,,,1
11310,,,,,2013-08-22,41.73868,-87.6113983333,,,,10:06:56 PM,,,1
11311,,,,,2013-08-22,41.7380016667,-87.611365,,,,10:07:06 PM,,,1
11312,,,,,2013-08-22,41.7375333333,-87.6111033333,,,,10:07:16 PM,,,1
11313,,,,,2013-08-22,41.7375583333,-87.6102333333,,,,10:07:26 PM,,,1
11314,,,,,2013-08-22,41.7377983333,-87.6097866667,,,,10:07:36 PM,,,1
11315,,,,,2013-08-22,41.73842,-87.6097983333,,,,10:07:46 PM,,,1
11316,,,,,2013-08-22,41.73897,-87.60983,,,,10:07:56 PM,,,1
11317,,,,,2013-08-22,41.7394083333,-87.6098483333,,,,10:08:06 PM,,,1
11318,,,,,2013-08-22,41.73987,-87.6098616667,,,,10:08:16 PM,,,1
11319,,,,,2013-08-22,41.7404516667,-87.609875,,,,10:08:26 PM,,,1
11320,,,,,2013-08-22,41.7409633333,-87.6099,,,,10:08:36 PM,,,1
11321,,,,,2013-08-22,41.7413666667,-87.6099216667,,,,10:08:46 PM,,,1
11322,,,,,2013-08-22,41.741875,-87.6099333333,,,,10:08:56 PM,,,1
11323,,,,,2013-08-22,41.7425166667,-87.609945,,,,10:09:06 PM,,,1
11324,,,,,2013-08-22,41.743245,-87.60996,,,,10:09:16 PM,,,1
11325,,,,,2013-08-22,41.7436816667,-87.6099516667,,,,10:09:26 PM,,,1
11326,,,,,2013-08-22,41.7436966667,-87.6074966667,,,,10:09:56 PM,,,1
11327,,,,,2013-08-22,41.743285,-87.60731,,,,10:10:06 PM,,,1
11328,,,,,2013-08-22,41.74296,-87.60732,,,,10:10:16 PM,,,1
11329,,,,,2013-08-22,41.742335,-87.607445,,,,10:10:36 PM,,,1
11330,,,,,2013-08-22,41.742085,-87.6073016667,,,,10:10:46 PM,,,1
11331,,,,,2013-08-22,41.742125,-87.6067316667,,,,10:10:56 PM,,,1
11332,,,,,2013-08-22,41.7421333333,-87.6061133333,,,,10:11:06 PM,,,1
11333,,,,,2013-08-22,41.74093,-87.60571,,,,10:11:46 PM,,,1
11334,,,,,2013-08-22,41.740885,-87.60642,,,,10:11:56 PM,,,1
11335,,,,,2013-08-22,41.7364933333,-87.60729,,,,10:14:06 PM,,,1
11336,,,,,2013-08-22,41.73588,-87.6072783333,,,,10:14:16 PM,,,1
11337,,,,,2013-08-22,41.7352483333,-87.607255,,,,10:14:26 PM,,,1
11338,,,,,2013-08-22,41.734635,-87.60724,,,,10:14:36 PM,,,1
11339,,,,,2013-08-22,41.734455,-87.6071816667,,,,10:20:26 PM,,,1
11340,,,,,2013-08-22,41.734095,-87.6072216667,,,,10:20:36 PM,,,1
11341,,,,,2013-08-22,41.7337183333,-87.6072,,,,10:20:46 PM,,,1
11342,,,,,2013-08-22,41.7332833333,-87.6071816667,,,,10:20:56 PM,,,1
11343,,,,,2013-08-22,41.732775,-87.607175,,,,10:21:06 PM,,,1
11344,,,,,2013-08-22,41.7322033333,-87.6071683333,,,,10:21:16 PM,,,1
11345,,,,,2013-08-22,41.7316133333,-87.607135,,,,10:21:26 PM,,,1
11346,,,,,2013-08-22,41.7310016667,-87.60711,,,,10:21:36 PM,,,1
11347,,,,,2013-08-22,41.7303,-87.607105,,,,10:21:46 PM,,,1
11348,,,,,2013-08-22,41.72973,-87.6071083333,,,,10:21:56 PM,,,1
11349,,,,,2013-08-22,41.7291,-87.60708,,,,10:22:06 PM,,,1
11350,,,,,2013-08-22,41.7284783333,-87.6070716667,,,,10:22:16 PM,,,1
11351,,,,,2013-08-22,41.7278616667,-87.6070616667,,,,10:22:26 PM,,,1
11352,,,,,2013-08-22,41.7272483333,-87.6070516667,,,,10:22:36 PM,,,1
11353,,,,,2013-08-22,41.7266633333,-87.6070233333,,,,10:22:46 PM,,,1
11354,,,,,2013-08-22,41.726035,-87.6070016667,,,,10:22:56 PM,,,1
11355,,,,,2013-08-22,41.7257566667,-87.60663,,,,10:23:06 PM,,,1
11356,,,,,2013-08-22,41.7257733333,-87.6058666667,,,,10:23:16 PM,,,1
11357,,,,,2013-08-22,41.7252816667,-87.60579,,,,10:23:26 PM,,,1
11358,,,,,2013-08-22,41.7247083333,-87.6058233333,,,,10:23:36 PM,,,1
11359,,,,,2013-08-22,41.7247883333,-87.60639,,,,10:23:46 PM,,,1
11360,,,,,2013-08-22,41.7251283333,-87.6070833333,,,,10:23:56 PM,,,1
11361,,,,,2013-08-22,41.725455,-87.6077516667,,,,10:24:06 PM,,,1
11362,,,,,2013-08-22,41.7256516667,-87.6084116667,,,,10:24:16 PM,,,1
11363,,,,,2013-08-22,41.7258366667,-87.6091116667,,,,10:24:26 PM,,,1
11364,,,,,2013-08-22,41.7263733333,-87.60938,,,,10:24:36 PM,,,1
11365,,,,,2013-08-22,41.7269816667,-87.6094016667,,,,10:24:46 PM,,,1
11366,,,,,2013-08-22,41.7276283333,-87.6094266667,,,,10:24:56 PM,,,1
11367,,,,,2013-08-22,41.7282516667,-87.6094383333,,,,10:25:06 PM,,,1
11368,,,,,2013-08-22,41.72889,-87.609455,,,,10:25:16 PM,,,1
11369,,,,,2013-08-22,41.7295066667,-87.6094733333,,,,10:25:26 PM,,,1
11370,,,,,2013-08-22,41.7300483333,-87.6095033333,,,,10:25:36 PM,,,1
11371,,,,,2013-08-22,41.7305633333,-87.6095166667,,,,10:25:46 PM,,,1
11372,,,,,2013-08-22,41.7309883333,-87.6097033333,,,,10:25:56 PM,,,1
11373,,,,,2013-08-22,41.730975,-87.6105266667,,,,10:26:06 PM,,,1
11374,,,,,2013-08-22,41.73097,-87.6114133333,,,,10:26:16 PM,,,1
11375,,,,,2013-08-22,41.7309516667,-87.6123166667,,,,10:26:26 PM,,,1
11376,,,,,2013-08-22,41.73095,-87.6132666667,,,,10:26:36 PM,,,1
11377,,,,,2013-08-22,41.73094,-87.61412,,,,10:26:46 PM,,,1
11378,,,,,2013-08-22,41.7304283333,-87.6142983333,,,,10:26:56 PM,,,1
11379,,,,,2013-08-22,41.7297116667,-87.6142966667,,,,10:27:06 PM,,,1
11380,,,,,2013-08-22,41.7291466667,-87.6142216667,,,,10:27:16 PM,,,1
11381,,,,,2013-08-22,41.7291416667,-87.6134583333,,,,10:27:26 PM,,,1
11382,,,,,2013-08-22,41.7291716667,-87.61264,,,,10:27:36 PM,,,1
11383,,,,,2013-08-22,41.7291866667,-87.6118633333,,,,10:27:46 PM,,,1
11384,,,,,2013-08-22,41.7292166667,-87.6111133333,,,,10:27:56 PM,,,1
11385,,,,,2013-08-22,41.7292466667,-87.61035,,,,10:28:06 PM,,,1
11386,,,,,2013-08-22,41.7292666667,-87.6096016667,,,,10:28:16 PM,,,1
11387,,,,,2013-08-22,41.7298033333,-87.60952,,,,10:28:26 PM,,,1
11388,,,,,2013-08-22,41.730455,-87.609535,,,,10:28:36 PM,,,1
11389,,,,,2013-08-22,41.7310183333,-87.6095316667,,,,10:28:46 PM,,,1
11390,,,,,2013-08-22,41.7316433333,-87.6095533333,,,,10:28:56 PM,,,1
11391,,,,,2013-08-22,41.7322483333,-87.6095833333,,,,10:29:06 PM,,,1
11392,,,,,2013-08-22,41.732845,-87.6096016667,,,,10:29:16 PM,,,1
11393,,,,,2013-08-22,41.7334483333,-87.60961,,,,10:29:26 PM,,,1
11394,,,,,2013-08-22,41.734085,-87.6096233333,,,,10:29:36 PM,,,1
11395,,,,,2013-08-22,41.734755,-87.6096883333,,,,10:29:46 PM,,,1
11396,,,,,2013-08-22,41.735375,-87.6096966667,,,,10:29:56 PM,,,1
11397,,,,,2013-08-22,41.7355883333,-87.6100016667,,,,10:30:06 PM,,,1
11398,,,,,2013-08-22,41.7355566667,-87.6107833333,,,,10:30:16 PM,,,1
11399,,,,,2013-08-22,41.7355366667,-87.61155,,,,10:30:26 PM,,,1
11400,,,,,2013-08-22,41.7354183333,-87.6120733333,,,,10:30:36 PM,,,1
11401,,,,,2013-08-22,41.7348416667,-87.6120433333,,,,10:30:46 PM,,,1
11402,,,,,2013-08-22,41.734255,-87.6120183333,,,,10:30:56 PM,,,1
11403,,,,,2013-08-22,41.7336866667,-87.612,,,,10:31:06 PM,,,1
11404,,,,,2013-08-22,41.7331083333,-87.6119733333,,,,10:31:16 PM,,,1
11405,,,,,2013-08-22,41.732515,-87.6119733333,,,,10:31:26 PM,,,1
11406,,,,,2013-08-22,41.7319133333,-87.6119466667,,,,10:31:36 PM,,,1
11407,,,,,2013-08-22,41.7313083333,-87.6119266667,,,,10:31:46 PM,,,1
11408,,,,,2013-08-22,41.7310616667,-87.6124766667,,,,10:31:56 PM,,,1
11409,,,,,2013-08-22,41.7310483333,-87.6134283333,,,,10:32:06 PM,,,1
11410,,,,,2013-08-22,41.7310416667,-87.6141766667,,,,10:32:16 PM,,,1
11411,,,,,2013-08-22,41.7310216667,-87.6150166667,,,,10:32:26 PM,,,1
11412,,,,,2013-08-22,41.7310083333,-87.6157766667,,,,10:32:36 PM,,,1
11413,,,,,2013-08-22,41.731345,-87.6159233333,,,,10:32:46 PM,,,1
11414,,,,,2013-08-22,41.7319366667,-87.6159466667,,,,10:32:56 PM,,,1
11415,,,,,2013-08-22,41.7325766667,-87.615975,,,,10:33:06 PM,,,1
11416,,,,,2013-08-22,41.7332216667,-87.6160033333,,,,10:33:16 PM,,,1
11417,,,,,2013-08-22,41.7338233333,-87.6160283333,,,,10:33:26 PM,,,1
11418,,,,,2013-08-22,41.7344016667,-87.6160566667,,,,10:33:36 PM,,,1
11419,,,,,2013-08-22,41.7349666667,-87.6161266667,,,,10:33:46 PM,,,1
11420,,,,,2013-08-22,41.73555,-87.61606,,,,10:33:56 PM,,,1
11421,,,,,2013-08-22,41.7361866667,-87.6160916667,,,,10:34:06 PM,,,1
11422,,,,,2013-08-22,41.7343,-87.619275,,,,10:35:16 PM,,,1
11423,,,,,2013-08-22,41.7337816667,-87.6192566667,,,,10:35:26 PM,,,1
11424,,,,,2013-08-22,41.7332466667,-87.6192516667,,,,10:35:36 PM,,,1
11425,,,,,2013-08-22,41.7328033333,-87.619155,,,,10:35:46 PM,,,1
11426,,,,,2013-08-22,41.7327866667,-87.6182866667,,,,10:35:56 PM,,,1
11427,,,,,2013-08-22,41.7328016667,-87.6174566667,,,,10:36:06 PM,,,1
11428,,,,,2013-08-22,41.7328166667,-87.6165233333,,,,10:36:16 PM,,,1
11429,,,,,2013-08-22,41.7326333333,-87.616045,,,,10:36:26 PM,,,1
